community_board,garden_name,address,size,neighborhood_name,latitude,longitude,borough,name,overall_pop,race_white,race_black,race_asian,race_latino,race_other,age0to17,age18to24,age25to44,age45to64,age65plus,on_time_hs_grad,not_complete_hs,hs_some_college,college_higher,poverty,rent_burden,obesity,hypertension,life_expectancy,self_rep_health,avg_org_value,avg_rev_value,avg_tot_appropriated
Q12,"Merrick-Marsden Neighbors Association., Inc.",11818-11820 Merrick Boulevard.,0.046,NA,NA,NA,Queens,Jamaica and Hollis,232911,2,66,12,17,3,22,10,27,27,14,74,19,51,29,20,56,30,37,80.5,82,545464.6961538461,533962.0115384615,248142.85714285713
M02,Mfinda Kalunga Garden,Rivington Street Crossover (in Sarah Roosevelt Park),NA,East Village,NA,NA,Manhattan,Greenwich Village and Soho,91638,74,2,15,7,3,9,10,42,24,15,91,4,12,84,9,38,4,15,85.8,91,2488090.46275395,2477900.0970654627,267500
X02,Mildred T. Rhodebeck Garden (Garden of Eden),927 Faile Street,0.193,NA,40.821522,-73.889293,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,593876.6363636364,604940.2727272727,265000
X06,Miracle Garden - Bronx,Marmion Avenue,0.11,NA,NA,NA,Bronx,Belmont and East Tremont,87476,6,25,1,67,1,29,14,28,20,9,61,36,45,19,31,60,36,32,77.7,69,1545195.8333333333,1628117.7333333334,175666.66666666666
M03,Miracle Garden - Manhattan,194-196 East 3rd Street,0.12,East Village,40.722917,-73.983563,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
M09,Mo Pals,545 West 147th Street,0.039,Hamilton Heights,40.827075,-73.947928,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
M07,Mobilization For Change Community Garden,955 Columbus Avenue,0.043,Upper West Side,40.799757,-73.962476,Manhattan,Upper West Side,214744,66,7,9,15,2,15,5,34,27,18,83,6,16,78,9,40,10,21,84.7,93,2592841.5122807017,2611023.3614035086,314375
X03,Model T,1312 Bristow Street.,0.272,NA,40.831037,-73.894748,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,463588.23529411765,514203.76470588235,NA
M12,Morris Jumel Community Garden,455-457 W 162nd Street,0.1,Washington Heights,40.835442,-73.939039,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
X04,Mosaic Center (Success Garden),1315-31 Odgen Avenue,0.27,NA,NA,NA,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
B03,Mt. Lebanon Baptist Church,354 Stuyvesant Avenue.,NA,Bed-Stuy,40.682591,-73.931996,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B05,Nehemiah Ten GreenThumb Block Association,565 Barbey Street,0.275,East New York,40.668571,-73.886439,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
X01,Neighborhood Advisory Committee,360-362 E. 151st Street,0.135,Melrose,40.817871,-73.918523,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
M09,Senior Citizens Sculpture Garden Park,West 153rd Street,0.406,Hamilton Heights,NA,NA,Manhattan,Morningside Heights and Hamilton Heights,111287,22,24,7,44,3,17,16,34,21,12,65,21,30,49,24,51,21,29,81.4,83,12759603.857142856,12786290.057142857,265000
B08,Neighborhood Community Garden,1123 Saint Marks Avenue,0.073,NA,40.674258,-73.932456,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
M11,Neighbors of Vega Baja,E. 109th Street,0.072,East Harlem,NA,NA,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
M10,New 123rd Street Block Association,"112,114 & 116 W. 123rd Street",0.14,Harlem,NA,NA,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
B03,New Age Pride (Victory Garden's Group),953 Gates Avenue,0.057,Bed-Stuy,40.688836,-73.92789,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B03,New Harvest (Vrn/Mrcy/Tmpks B.A.),"125,123,121 Vernon Avenue",0.138,Bed-Stuy,NA,NA,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
X02,New Hoe Avenue Garden,958 New Hoe Avenue,0.23,NA,NA,NA,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,593876.6363636364,604940.2727272727,265000
B05,New Vision Garden,590-594 Schenck Avenue.,0.321,East New York,40.666227,-73.886797,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B16,Newport Gardens,823 Rockaway Avenue,0.138,Brownsville,40.659785,-73.908199,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
B01,Nicks Garden,Lorimer and Bayard Streets,NA,NA,NA,NA,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
X03,North LUBAs Community Rock Garden,1665 Longfellow Avenue,NA,NA,40.834815999999996,-73.885082,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,463588.23529411765,514203.76470588235,NA
B01,Northside Community Garden,599 Driggs Avenue,0.034,Williamsburg,40.716007,-73.957527,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
M04,Oasis Community Garden (Hellâs Kitchen),511-519 W. 52nd Street,0.115,Hell's Kitchen,40.766411,-73.991989,Manhattan,Clinton and Chelsea,122119,59,6,14,18,3,9,8,45,26,13,81,6,17,78,11,41,10,18,83.1,86,2546139.053617021,3097573.049361702,297500
B01,Olive Garden,21-25 Olive Street,0.179,NA,40.713243,-73.938822,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
M03,Open Road Park (LES),404-16 East 12th Street,0.459,East Village,40.729801,-73.983057,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
M03,Orchard Alley,350-54 East 4th Street,0.224,East Village,40.721472,-73.978275,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B01,Orient Grove,Metropolitan Ave. and Orient Ave.,0.149,NA,NA,NA,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B05,Oriental Garden,369-371 Barbey Street & 326-328 Jerome St,0.188,East New York,40.673773,-73.887768,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
M10,Our Little Green Acre,275-277 West 122nd Street,0.052,NA,40.807872,-73.951693,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
X07,P.S. / M.S. 20,3050 Webster Avenue,0.008,NA,40.870002,-73.878875,Bronx,Kingsbridge Heights and Bedford,148163,6,18,7,67,1,26,11,31,23,9,70,32,45,23,26,61,33,35,79.4,67,3740352.3928571427,3729102.3928571427,350000
B06,P.S. 107 - Rainbow Garden,1301 8th Avenue,0.023,NA,40.663251,-73.981289,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
M04,P.S. 11,320 West 21st Street  NY NY 10011,NA,Chelsey,40.744349,-74.000253,Manhattan,Clinton and Chelsea,122119,59,6,14,18,3,9,8,45,26,13,81,6,17,78,11,41,10,18,83.1,86,2546139.053617021,3097573.049361702,297500
M04,P.S. 111,440 W. 53rd Street,NA,Hell's Kitchen,40.765878,-73.988823,Manhattan,Clinton and Chelsea,122119,59,6,14,18,3,9,8,45,26,13,81,6,17,78,11,41,10,18,83.1,86,2546139.053617021,3097573.049361702,297500
M12,P.S. 115M,586 W. 177th Street,0.161,NA,40.846542,-73.935205,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
B18,P.S. 119,3829 Avenue K,NA,NA,40.625662,-73.938265,Brooklyn,Flatlands and Canarsie,195264,26,59,5,8,2,23,9,27,28,13,80,13,48,40,15,50,30,37,82,89,1135968.026058632,1135345.276872964,NA
Q07,P.S. 120Q - Millenium Garden,58-01 136th Street,0.01,Flushing,40.745526,-73.829309,Queens,Flushing and Whitestone,263039,26,2,54,16,2,17,7,28,30,18,86,23,40,37,25,57,13,22,84.3,71,2550433.9783653845,2570214.9435096155,267307.6923076923
B16,P.S. 137,121 Saratoga Avenue,0.735,Bed-Stuy,40.682458,-73.917088,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
X09,P.S. 138X,2060 Lafayette Avenue,1.345,NA,40.822665,-73.853366,Bronx,Parkchester and Soundview,184105,2,30,7,59,2,25,10,29,24,12,69,30,47,23,26,55,32,34,79.7,72,1902324.7391304348,1914136.3333333333,225000
Q06,P.S. 139Q,93-06 63rd Drive,NA,NA,40.72814,-73.863582,Queens,Rego Park and Forest Hills,115119,51,3,30,14,2,16,5,31,28,19,91,8,30,62,16,50,19,28,84.4,82,6355262.608333333,6257326.983333333,328000
B05,P.S. 149 - Artsy Bloom Community Garden,365-67 Wyona Street,0.057,East New York,40.669564,-73.892328,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B16,P.S. 155,1355 Herkimer Street,0.689,NA,40.677415,-73.908734,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
X04,P.S. 156 Garden,750 Concourse Village West,0.046,NA,40.823174,-73.923326,Bronx,Highbridge and Concourse,155835,1,31,2,65,1,27,11,29,23,10,67,36,43,21,32,61,34,42,78.6,72,4404812.5,4471147.5,258000
B12,P.S. 164 - Stepping Into the New Millenium,4211 14th Avenue,0.069,NA,40.637486,-73.985955,Brooklyn,Borough Park,201640,63,2,21,13,1,34,9,28,18,10,77,23,45,32,28,64,15,27,84.2,78,1127490.1887323943,1148410.4873239438,204285.7142857143
B12,P.S. 180 - Our Secret Garden,5601-23 16th Avenue  Brooklyn NY 11204,NA,NA,40.627029,-73.989672,Brooklyn,Borough Park,201640,63,2,21,13,1,34,9,28,18,10,77,23,45,32,28,64,15,27,84.2,78,1127490.1887323943,1148410.4873239438,204285.7142857143
B17,P.S. 181K - Garden Club,1023 New York Avenue,NA,NA,40.648215,-73.946374,Brooklyn,East Flatbush,154575,1,88,1,7,2,21,9,28,28,15,78,15,55,30,19,54,34,36,82.6,83,2422878.4296296295,2142922.777777778,242642.85714285713
M10,P.S. 185/208M,20 W. 112th Street,NA,Upper West Side,40.798511,-73.949251,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
X03,P.S. 186 - Day Treatment Program,745 Jennings Street,0.06,NA,40.831804,-73.898396,Bronx,Morrisania and Crotona,91601,1,37,1,60,1,29,12,28,22,9,63,36,45,19,31,60,36,32,76.2,69,463588.23529411765,514203.76470588235,NA
B01,P.S. 19K - Kid's Garden,"325 South 3rd Street Brooklyn, NY 11211",NA,Williamsburg,40.709647,-73.95465,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
Q04,P.S. 19Q,"99th Street and Roosevelt Avenue.  Queens, NY 11368",NA,Corona,NA,NA,Queens,Elmhurst and Corona,188107,6,5,36,51,1,21,9,33,25,11,81,30,42,28,27,62,23,27,85.6,68,1968289.862244898,1976038.2908163266,124000
M10,P.S. 200,2599 7th Avenue.  NY NY 10039,NA,Central Harlem,40.824714,-73.936841,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
M10,P.S. 207/149,34 W. 118th Street,NA,NA,40.80247,-73.946716,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
B17,P.S. 208,"4801 Avenue D  Brooklyn, NY 11234",NA,NA,40.642031,-73.931151,Brooklyn,East Flatbush,154575,1,88,1,7,2,21,9,28,28,15,78,15,55,30,19,54,34,36,82.6,83,2422878.4296296295,2142922.777777778,242642.85714285713
X05,P.S. 226 Garden,1950 Sedgwick Avenue,NA,NA,40.856586,-73.916198,Bronx,Fordham and University Heights,136151,1,27,2,69,1,28,12,29,23,8,66,34,46,20,34,65,34,37,79.9,67,1281900,1281900,206500
X06,P.S. 23,2175 Washington Avenue,NA,NA,40.853423,-73.894463,Bronx,Belmont and East Tremont,87476,6,25,1,67,1,29,14,28,20,9,61,36,45,19,31,60,36,32,77.7,69,1545195.8333333333,1628117.7333333334,175666.66666666666
M10,P.S. 242,"134 West 122nd Street, NY, NY 10027",NA,Central Harlem,40.8063,-73.948013,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
B08,P.S. 243 - Weeksville School,1580 Dean Street,NA,Crown Heights,40.676094,-73.935688,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
X06,P.S. 246,2641 Grand Concourse,NA,NA,40.865593,-73.894758,Bronx,Belmont and East Tremont,87476,6,25,1,67,1,29,14,28,20,9,61,36,45,19,31,60,36,32,77.7,69,1545195.8333333333,1628117.7333333334,175666.66666666666
B11,P.S. 247K,7000 21st Avenue,0.04,NA,40.612273,-73.986713,Brooklyn,Bensonhurst,204829,47,1,39,12,1,20,8,31,26,15,85,26,38,36,23,52,21,26,83.8,65,698422.2228739003,777888.4252199413,210714.2857142857
B14,P.S. 249,18 Marlborough Road,NA,NA,40.64971,-73.966046,Brooklyn,Flatbush and Midwood,165543,37,35,11,15,2,25,9,29,24,13,75,18,39,43,22,57,28,31,82.4,77,1794807.296803653,1817277.1369863013,195753.125
B01,P.S. 250,108 Montrose Avenue,0.005,NA,40.707104,-73.945475,Brooklyn,Greenpoint and Williamsburg,199190,61,5,6,26,2,23,10,41,17,9,77,17,33,50,17,48,23,25,81.1,79,576375.8551461245,656460.7420584498,321444.44444444444
B17,P.S. 268,133 E. 53rd Street,0.035,NA,40.657131,-73.928018,Brooklyn,East Flatbush,154575,1,88,1,7,2,21,9,28,28,15,78,15,55,30,19,54,34,36,82.6,83,2422878.4296296295,2142922.777777778,242642.85714285713
B06,P.S. 27 / M.S. 826,27 Huntington Street Brooklyn. NY 11231,NA,NA,40.677564,-74.005166,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
X01,P.S. 30X,S/E/C Brook Avenue & E. 141 Street,0.207,NA,NA,NA,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B14,P.S. 315K,2310 Glenwood  Rd.,NA,NA,40.633232,-73.954655,Brooklyn,Flatbush and Midwood,165543,37,35,11,15,2,25,9,29,24,13,75,18,39,43,22,57,28,31,82.4,77,1794807.296803653,1817277.1369863013,195753.125
M03,P.S. 361 - The Children's Garden,East 12th Street,0.028,East Village,NA,NA,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
B06,P.S. 372@834 / The Children's School,219 First Street,NA,NA,40.675628,-73.985634,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
X05,P.S. 396 / M.S. 390 X,"1930 Andrews Avenue, Bronx NY 10453",NA,Kingbridge Heights,40.854701,-73.913197,Bronx,Fordham and University Heights,136151,1,27,2,69,1,28,12,29,23,8,66,34,46,20,34,65,34,37,79.9,67,1281900,1281900,206500
B17,P.S. 399,2707 Albemarle Road,0.505,NA,40.648044,-73.951891,Brooklyn,East Flatbush,154575,1,88,1,7,2,21,9,28,28,15,78,15,55,30,19,54,34,36,82.6,83,2422878.4296296295,2142922.777777778,242642.85714285713
M12,P.S. 4 - Duke Ellington Harmony Garden,500 West 160th Street,NA,Harlem,40.834899,-73.941085,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
B05,P.S. 4 at P.S. 843,530 Stanley Avenue,0.023,East New York,40.657212,-73.888852,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
Q12,P.S. 48Q,155-02 108th Avenue,NA,NA,40.694119,-73.797003,Queens,Jamaica and Hollis,232911,2,66,12,17,3,22,10,27,27,14,74,19,51,29,20,56,30,37,80.5,82,545464.6961538461,533962.0115384615,248142.85714285713
Q05,P.S. 49Q,79-15 Penelope Avenue,0.007,NA,40.719071,-73.875437,Queens,Ridgewood and Maspeth,166924,52,1,9,36,1,22,8,31,26,13,82,16,50,33,19,46,22,23,81.4,78,706879.4105263158,695557.950877193,318200
B05,P.S. 4K - Paradise Garden,676-696 Glenmore Avenue,0.3,East New York,40.674778,-73.885228,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
M04,P.S. 51,520 West 45th Street  NY  NY 10036,NA,Clinton Hill,40.762061,-73.995307,Manhattan,Clinton and Chelsea,122119,59,6,14,18,3,9,8,45,26,13,81,6,17,78,11,41,10,18,83.1,86,2546139.053617021,3097573.049361702,297500
B05,P.S. 53,522 Bradford Street,0.062,East New York,40.666063,-73.890503,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
B14,P.S. 6 - Operation Push,2242-62 Bedford Avenue,NA,NA,40.649347,-73.955793,Brooklyn,Flatbush and Midwood,165543,37,35,11,15,2,25,9,29,24,13,75,18,39,43,22,57,28,31,82.4,77,1794807.296803653,1817277.1369863013,195753.125
X01,P.S. 65 - Garden Club,677 East 141st,0.034,NA,NA,NA,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B02,P.S. 67 - Charles Dorsey School,51 St. Edwards Street,NA,NA,40.695633,-73.978215,Brooklyn,Fort Greene and Brooklyn Heights,117046,46,27,9,14,4,15,9,44,20,12,75,11,25,64,12,39,24,25,80.6,86,2125094.788617886,2297045.4991869917,156000
B02,P.S. 753K @ The Bklyn. School for Career Development,372 Schermerhorn Street,0.032,Boerum Hill,40.686419,-73.979444,Brooklyn,Fort Greene and Brooklyn Heights,117046,46,27,9,14,4,15,9,44,20,12,75,11,25,64,12,39,24,25,80.6,86,2125094.788617886,2297045.4991869917,156000
M10,P.S. 76 - Garden of Perserverance,203 W. 120th Street   NY NY 10027,0.057,Harlem,40.80598,-73.951098,Manhattan,Central Harlem,116345,9,62,3,23,3,21,10,35,24,11,64,19,39,42,21,48,34,35,76.2,79,844122.5357142857,923161.4523809524,NA
B06,P.S. 77K @ P. S 902K,62 Park Place,0.023,Park Slope,40.678983,-73.976497,Brooklyn,Park Slope and Carroll Gardens,109351,63,10,6,17,4,18,5,46,20,10,77,9,17,74,10,37,15,22,81.4,88,1500580.4378378377,1465623.8513513512,182450
Q05,P.S. 9 - Enis Garden,58-74 57th Street,NA,NA,40.718935,-73.912208,Queens,Ridgewood and Maspeth,166924,52,1,9,36,1,22,8,31,26,13,82,16,50,33,19,46,22,23,81.4,78,706879.4105263158,695557.950877193,318200
B08,P.S. 9 - Winston Robins Memorial Garden,"80 Underhill Avenue  Broolyn, NY   11328",NA,Prospect Heights,40.678297,-73.965541,Brooklyn,Crown Heights and Prospect Heights,97130,18,64,3,12,3,20,9,37,22,12,71,16,40,44,21,50,26,33,79.3,84,768592.1428571428,832778.3788819875,287500
X10,P.S. 9 X,"230 East 183rd Street, Bronx NY 10458",NA,Grand Concourse,40.857067,-73.898936,Bronx,Throgs Neck and Co-op City,121868,30,23,5,40,1,20,9,26,27,18,75,16,50,34,14,45,24,37,81.1,77,2819891.8181818184,2814308.484848485,NA
Q10,P.S. 96Q - Garden of Hope,130-01 Rockaway Boulevard.,NA,So. Ozone Park,40.674991,-73.808371,Queens,South Ozone Park and Howard Beach,125603,24,20,25,24,6,22,9,28,28,13,82,23,49,28,19,56,27,34,81.7,77,1401535.95256917,1382136.743083004,200000
M12,P.S./I.S. 176,4862 Broadway,NA,NA,40.866706,-73.923948,Manhattan,Washington Heights and Inwood,195830,17,7,3,72,1,19,10,33,25,13,68,29,33,38,20,53,26,28,84,68,1959184,1959458.2051282052,305833.3333333333
B02,Pacific High School,112 Schermerhorn Street,NA,Boerum Hill,40.690145,-73.989132,Brooklyn,Fort Greene and Brooklyn Heights,117046,46,27,9,14,4,15,9,44,20,12,75,11,25,64,12,39,24,25,80.6,86,2125094.788617886,2297045.4991869917,156000
X01,Padre Plaza (Success Garden),541-545 E. 139th Street,0.367,NA,40.807883,-73.917885,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B05,Pagans Garden (Linwood Street Block Association),992 Sutter Avenue,0.034,NA,40.671292,-73.882217,Brooklyn,East New York and Starrett City,181300,3,52,7,37,2,27,10,28,24,12,68,23,56,21,30,52,35,34,78.6,70,427860.47524752474,719763.7425742574,NA
X01,Palmas del Caribe (Eagle Avenue Community Garden),869 Eagle Avenue,0.241,Melrose,40.822057,-73.908481,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
M11,Papos Garden,218-220 E. 119th Street,0.034,East Harlem,40.799617,-73.937963,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
X02,Paradise on Earth Garden,1101-1105 Fox Street,0.252,NA,40.82664,-73.893877,Bronx,Hunts Point and Longwood,56144,1,21,1,76,1,28,12,29,21,10,58,41,43,16,29,58,42,38,78.9,72,593876.6363636364,604940.2727272727,265000
M03,Parque De Tranquilidad,314-318 East 4th Street,0.082,East Village,40.722038,-73.97961,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
X01,Passages Academy,511 E. 149th Street & 511 E. 150th Street,NA,NA,40.81478,-73.914459,Bronx,Mott Haven and Melrose,98403,1,24,1,73,1,28,12,28,21,10,62,41,43,16,29,58,42,38,77.6,72,1788515.6129032257,1769096.2580645161,453846.1538461539
B03,Patchen Avenue United Block Association,49 Patchen Avenue,0.055,Bed-Stuy,40.690708,-73.927603,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
B03,Patrick Van Doren Pocket Park,123 Malcolm X Avenue,0.039,Bed-Stuy,NA,NA,Brooklyn,Bedford Stuyvesant,152403,11,64,3,20,2,24,10,33,22,11,70,21,43,35,23,53,29,34,76.8,76,795790.75,771637.1694915254,210000
R01,Pavilion Horticultural Garden,Brownell Street #11,NA,NA,NA,NA,Staten Island,St. George and Stapleton,181484,38,22,9,30,2,24,10,27,26,13,73,15,48,37,21,51,24,26,79,77,649692.0030959753,633706.334365325,415000
M11,Peaceful Valley,50-52 East 117th Street,0.052,East Harlem,40.800487,-73.943961,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
M03,Peachtree Garden,236-238 East 2nd Street,0.12,East Village,40.72149,-73.98216,Manhattan,Lower East Side and Chinatown,171103,30,7,36,25,2,13,11,35,25,16,77,24,28,48,18,48,10,22,82.2,70,10921482.321637427,10924907.415204678,NA
Q11,Pembroke Avenue Community Garden (Van Nostrand Court Garden),E/S Pembroke Avenue,0.095,NA,NA,NA,Queens,Bayside and Little Neck,119628,43,2,43,10,1,19,6,26,31,18,95,11,37,52,14,46,20,26,84.7,86,4031078.0955710956,4038798.871794872,344500
B04,People's Garden (Youth City Little League),1237-1241 Broadway,0.172,Bed-Stuy,40.691653,-73.925825,Brooklyn,Bushwick,112388,9,20,5,65,1,24,12,35,20,9,70,35,37,29,25,55,26,26,80.4,71,556648.9047619047,601285.6031746032,326250
B16,Phoenix Community Garden (formerly Somers Street),Corner of Fulton & Somers Street,NA,NA,NA,NA,Brooklyn,Brownsville,84525,1,76,1,20,2,28,11,27,23,12,65,27,52,21,28,57,41,33,75.1,79,1914727.2727272727,2039472.393939394,NA
M11,Pleasant Village Community Garden,342-353 Pleasant Avenue. /502 E. 119th Street,0.38,East Harlem,NA,NA,Manhattan,East Harlem,124323,12,30,6,50,2,21,10,33,23,13,67,25,37,38,23,48,28,34,77.3,76,784543.1194968553,960505.6100628931,368413.3333333333
